,Unnamed: 0,facility_name,hospital_type,facility_id,address,city,state,violations,inspection_dates,distinct_investigations,Rural Status,to_geocode,lat_lng,lat,lng
341,342,SUNRISE HOSPITAL AND MEDICAL CENTER,Short Term,290003,3186 S MARYLAND PKWY,LAS VEGAS,NV,MEDICAL SCREENING EXAM,2012-01-27,1,No,"3186 S MARYLAND PKWY, LAS VEGAS, NV","[36.1327154, -115.1358324]",36.1327154,-115.1358324
342,343,UNIVERSITY MEDICAL CENTER,Short Term,290007,1800 W CHARLESTON BLVD,LAS VEGAS,NV,"MEDICAL SCREENING EXAM, DELAY IN EXAMINATION OR TREATMENT","2011-09-07, 2011-09-07",1,No,"1800 W CHARLESTON BLVD, LAS VEGAS, NV","[36.160338, -115.1675595]",36.160338,-115.1675595
343,344,COOPER UNIVERSITY HOSPITAL,Short Term,310014,1 COOPER PLAZA,CAMDEN,NJ,STABILIZING TREATMENT,2017-01-06,1,No,"1 COOPER PLAZA, CAMDEN, NJ","[39.9410298, -75.1161353]",39.9410298,-75.1161353
344,345,WEST JERSEY HOSPITAL,Short Term,310022,100 BOWMAN DRIVE,VOORHEES,NJ,EMERGENCY ROOM LOG,2020-03-13,1,No,"100 BOWMAN DRIVE, VOORHEES, NJ","[39.842634, -74.9272479]",39.842634,-74.9272479
345,346,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,Short Term,310044,ONE CAPITAL WAY,PENNINGTON,NJ,"MEDICAL SCREENING EXAM, STABILIZING TREATMENT","2019-08-15, 2019-08-15",1,No,"ONE CAPITAL WAY, PENNINGTON, NJ","[40.2938548, -74.8067864]",40.2938548,-74.8067864
346,347,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,Short Term,310045,350 ENGLE ST,ENGLEWOOD,NJ,MEDICAL SCREENING EXAM,2021-12-09,1,No,"350 ENGLE ST, ENGLEWOOD, NJ","[40.9009063, -73.9701577]",40.9009063,-73.9701577
347,348,OCEAN UNIVERSITY MEDICAL CENTER,Short Term,310052,425 JACK MARTIN BLVD,BRICK,NJ,MEDICAL SCREENING EXAM,2015-04-08,1,No,"425 JACK MARTIN BLVD, BRICK, NJ","[40.0770273, -74.13152]",40.0770273,-74.13152
348,349,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,Short Term,310130,250 OLD HOOK ROAD,WESTWOOD,NJ,"COMPLIANCE WITH 489.24, DELAY IN EXAMINATION OR TREATMENT","2018-11-26, 2018-11-26",1,No,"250 OLD HOOK ROAD, WESTWOOD, NJ","[40.9853767, -74.0151395]",40.9853767,-74.0151395
349,350,LOVELACE REGIONAL HOSPITAL - ROSWELL,Short Term,320086,117 EAST 19TH STREET,ROSWELL,NM,MEDICAL SCREENING EXAM,2019-12-30,1,Yes,"117 EAST 19TH STREET, ROSWELL, NM","[33.4168883, -104.5210746]",33.4168883,-104.5210746
350,351,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,Short Term,330004,396 BROADWAY,KINGSTON,NY,"MEDICAL SCREENING EXAM, STABILIZING TREATMENT","2013-11-05, 2013-11-05",1,,"396 BROADWAY, KINGSTON, NY","[41.926446, -73.9952919]",41.926446,-73.9952919
351,352,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,Short Term,330056,121 DEKALB AVENUE,BROOKLYN,NY,"MEDICAL SCREENING EXAM, DELAY IN EXAMINATION OR TREATMENT","2012-08-15, 2012-08-15",1,No,"121 DEKALB AVENUE, BROOKLYN, NY","[40.691265, -73.9777743]",40.691265,-73.9777743
352,353,BON SECOURS COMMUNITY HOSPITAL,Short Term,330135,160 EAST MAIN STREET,PORT JERVIS,NY,"STABILIZING TREATMENT, STABILIZING TREATMENT","2011-10-26, 2012-11-26",2,Yes,"160 EAST MAIN STREET, PORT JERVIS, NY","[41.3676722, -74.6818507]",41.3676722,-74.6818507
353,354,LONG ISLAND JEWISH MEDICAL CENTER,Short Term,330195,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,EMERGENCY ROOM LOG,2011-05-18,1,No,"270 - 05 76TH AVENUE, NEW HYDE PARK, NY","[40.7533011, -73.7070854]",40.7533011,-73.7070854
354,355,CANTON-POTSDAM HOSPITAL,Short Term,330197,50 LEROY STREET,POTSDAM,NY,EMERGENCY ROOM LOG,2016-10-19,1,Yes,"50 LEROY STREET, POTSDAM, NY","[44.6765532, -74.98264259999999]",44.6765532,-74.98264259999999
355,356,MOUNT SINAI SOUTH NASSAU,Short Term,330198,ONE HEALTHY WAY,OCEANSIDE,NY,EMERGENCY ROOM LOG,2013-11-08,1,No,"ONE HEALTHY WAY, OCEANSIDE, NY","[40.6537129, -73.6302967]",40.6537129,-73.6302967
356,357,NEW YORK-PRESBYTERIAN BROOKLYN METHODIST HOSPITAL,Short Term,330236,506 SIXTH STREET,BROOKLYN,NY,STABILIZING TREATMENT,2015-07-30,1,No,"506 SIXTH STREET, BROOKLYN, NY","[40.668493, -73.9798438]",40.668493,-73.9798438
357,358,CAYUGA MEDICAL CENTER AT ITHACA,Short Term,330307,101 DATES DRIVE,ITHACA,NY,EMERGENCY ROOM LOG,2017-02-08,1,No,"101 DATES DRIVE, ITHACA, NY","[42.4690356, -76.53744309999999]",42.4690356,-76.53744309999999
358,359,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,Short Term,330395,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,"DELAY IN EXAMINATION OR TREATMENT, EMERGENCY ROOM LOG","2013-02-27, 2013-02-27",1,No,"327 BEACH 19TH STREET, FAR ROCKAWAY, NY","[40.5985989, -73.7535776]",40.5985989,-73.7535776
359,360,SUMMA WESTERN RESERVE HOSPITAL,Short Term,360150,1900 23RD STREET,CUYAHOGA FALLS,OH,APPROPRIATE TRANSFER,2019-09-19,1,No,"1900 23RD STREET, CUYAHOGA FALLS, OH","[41.1334245, -81.5105512]",41.1334245,-81.5105512
360,361,PAULS VALLEY HOSPITAL AUTHORITY,Short Term,370156,100 VALLEY DRIVE,PAULS VALLEY,OK,MEDICAL SCREENING EXAM,2013-04-25,1,,"100 VALLEY DRIVE, PAULS VALLEY, OK","[34.7195958, -97.21439269999999]",34.7195958,-97.21439269999999
361,362,ST CHARLES REDMOND,Short Term,380040,1253 NW CANAL BLVD,REDMOND,OR,"EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM, APPROPRIATE TRANSFER","2019-02-07, 2019-02-07, 2019-02-07",1,,"1253 NW CANAL BLVD, REDMOND, OR","[44.2879795, -121.1697308]",44.2879795,-121.1697308
362,363,"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC",Short Term,380052,351 SW 9TH STREET,ONTARIO,OR,APPROPRIATE TRANSFER,2019-10-23,1,Yes,"351 SW 9TH STREET, ONTARIO, OR","[44.0251982, -116.9774849]",44.0251982,-116.9774849
363,364,GEISINGER-BLOOMSBURG HOSPITAL,Short Term,390003,549 EAST FAIR STREET,BLOOMSBURG,PA,"HOSPITAL MUST MAINTAIN RECORDS, EMERGENCY ROOM LOG","2018-02-20, 2018-02-20",1,No,"549 EAST FAIR STREET, BLOOMSBURG, PA","[41.009132, -76.4525127]",41.009132,-76.4525127
364,365,UPMC JAMESON,Short Term,390016,1211 WILMINGTON AVENUE,NEW CASTLE,PA,"STABILIZING TREATMENT, APPROPRIATE TRANSFER","2015-04-22, 2015-04-22",1,Yes,"1211 WILMINGTON AVENUE, NEW CASTLE, PA","[41.0133965, -80.3536845]",41.0133965,-80.3536845
365,366,UPMC MERCY,Short Term,390028,1400 LOCUST STREET,PITTSBURGH,PA,DELAY IN EXAMINATION OR TREATMENT,2014-08-26,1,No,"1400 LOCUST STREET, PITTSBURGH, PA","[40.4362085, -79.98562070000001]",40.4362085,-79.98562070000001
366,367,WELLSPAN YORK HOSPITAL,Short Term,390046,1001 SOUTH GEORGE STREET,YORK,PA,MEDICAL SCREENING EXAM,2013-01-25,1,No,"1001 SOUTH GEORGE STREET, YORK, PA","[39.9466763, -76.7195019]",39.9466763,-76.7195019
367,368,PENN HIGHLANDS CLEARFIELD,Short Term,390052,809 TURNPIKE AVE,CLEARFIELD,PA,"EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM, APPROPRIATE TRANSFER","2015-02-24, 2015-02-24, 2015-02-24",1,,"809 TURNPIKE AVE, CLEARFIELD, PA","[41.0339722, -78.45012750000001]",41.0339722,-78.45012750000001
368,369,PENN HIGHLANDS HUNTINGDON,Short Term,390056,1225 WARM SPRINGS AVE,HUNTINGDON,PA,"MEDICAL SCREENING EXAM, APPROPRIATE TRANSFER, MEDICAL SCREENING EXAM","2012-06-22, 2012-06-22, 2019-02-14",2,Yes,"1225 WARM SPRINGS AVE, HUNTINGDON, PA","[40.493346, -78.010683]",40.493346,-78.010683
369,370,UPMC HAMOT,Short Term,390063,201 STATE STREET,ERIE,PA,MEDICAL SCREENING EXAM,2016-08-18,1,No,"201 STATE STREET, ERIE, PA","[42.1345666, -80.0864975]",42.1345666,-80.0864975
370,371,UPMC ALTOONA,Short Term,390073,620 HOWARD AVENUE,ALTOONA,PA,MEDICAL SCREENING EXAM,2011-08-16,1,No,"620 HOWARD AVENUE, ALTOONA, PA","[40.5218935, -78.39826459999999]",40.5218935,-78.39826459999999
371,372,DELAWARE COUNTY MEMORIAL HOSPITAL,Short Term,390081,501 NORTH LANSDOWNE AVE,DREXEL HILL,PA,"COMPLIANCE WITH 489.24, MEDICAL SCREENING EXAM","2014-12-11, 2014-12-11",1,No,"501 NORTH LANSDOWNE AVE, DREXEL HILL, PA","[39.9553457, -75.2823578]",39.9553457,-75.2823578
372,373,PENN HIGHLANDS DUBOIS,Short Term,390086,100 HOSPITAL AVENUE,DUBOIS,PA,MEDICAL SCREENING EXAM,2014-05-02,1,Yes,"100 HOSPITAL AVENUE, DUBOIS, PA","[41.114754, -78.7750705]",41.114754,-78.7750705
373,374,CONEMAUGH MEMORIAL MEDICAL CENTER,Short Term,390110,1086 FRANKLIN STREET,JOHNSTOWN,PA,MEDICAL SCREENING EXAM,2015-11-20,1,No,"1086 FRANKLIN STREET, JOHNSTOWN, PA","[40.3047101, -78.91870229999999]",40.3047101,-78.91870229999999
374,375,CHAN SOON- SHIONG MEDICAL CENTER AT WINDBER,Short Term,390112,600 SOMERSET AVENUE,WINDBER,PA,MEDICAL SCREENING EXAM,2014-08-13,1,Yes,"600 SOMERSET AVENUE, WINDBER, PA","[40.2428347, -78.8372055]",40.2428347,-78.8372055
375,376,PENN HIGHLANDS MON VALLEY,Short Term,390147,1163 COUNTRY CLUB ROAD,MONONGAHELA,PA,APPROPRIATE TRANSFER,2016-09-30,1,No,"1163 COUNTRY CLUB ROAD, MONONGAHELA, PA","[40.1819746, -79.9111408]",40.1819746,-79.9111408
376,377,MERCY CATHOLIC MEDICAL CENTER- MERCY FITZGERALD,Short Term,390156,1500 LANSDOWNE  AVE,DARBY,PA,"COMPLIANCE WITH 489.24, EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM","2022-03-08, 2022-03-08, 2022-03-08",1,,"1500 LANSDOWNE  AVE, DARBY, PA","[39.92680379999999, -75.26941649999999]",39.92680379999999,-75.26941649999999
377,378,UPMC PRESBYTERIAN SHADYSIDE,Short Term,390164,200 LOTHROP STREET,PITTSBURGH,PA,EMERGENCY ROOM LOG,2019-01-11,1,No,"200 LOTHROP STREET, PITTSBURGH, PA","[40.4427929, -79.9605725]",40.4427929,-79.9605725
378,379,GUTHRIE TOWANDA MEMORIAL HOSPITAL,Short Term,390236,91 HOSPITAL DRIVE,TOWANDA,PA,"MEDICAL SCREENING EXAM, STABILIZING TREATMENT","2017-12-07, 2017-12-07",1,,"91 HOSPITAL DRIVE, TOWANDA, PA","[41.784012, -76.44820299999999]",41.784012,-76.44820299999999
379,380,REGIONAL HOSPITAL OF SCRANTON,Short Term,390237,746 JEFFERSON AVENUE,SCRANTON,PA,"EMERGENCY ROOM LOG, MEDICAL SCREENING EXAM","2014-07-15, 2014-07-15",1,No,"746 JEFFERSON AVENUE, SCRANTON, PA","[41.4125905, -75.65362979999999]",41.4125905,-75.65362979999999
380,381,MOUNT NITTANY MEDICAL CENTER,Short Term,390268,1800 EAST PARK AVE,STATE COLLEGE,PA,MEDICAL SCREENING EXAM,2014-09-16,1,No,"1800 EAST PARK AVE, STATE COLLEGE, PA","[40.8187711, -77.8426243]",40.8187711,-77.8426243
381,382,LEXINGTON MEDICAL CENTER,Short Term,420073,2720 SUNSET BLVD,WEST COLUMBIA,SC,POSTING OF SIGNS,2019-08-16,1,No,"2720 SUNSET BLVD, WEST COLUMBIA, SC","[34.0060496, -81.1146945]",34.0060496,-81.1146945
382,383,TENNOVA HEALTHCARE LAFOLLETTE MEDICAL CENTER,Short Term,440033,923 EAST CENTRAL AVENUE,LA FOLLETTE,TN,APPROPRIATE TRANSFER,2013-08-23,1,Yes,"923 EAST CENTRAL AVENUE, LA FOLLETTE, TN","[36.388947, -84.111835]",36.388947,-84.111835
383,384,SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,Short Term,440058,185 HOSPITAL ROAD,WINCHESTER,TN,MEDICAL SCREENING EXAM,2017-10-03,1,Yes,"185 HOSPITAL ROAD, WINCHESTER, TN","[35.175358, -86.090835]",35.175358,-86.090835
384,385,REGIONAL ONE HEALTH,Short Term,440152,877 JEFFERSON AVENUE,MEMPHIS,TN,MEDICAL SCREENING EXAM,2017-10-25,1,No,"877 JEFFERSON AVENUE, MEMPHIS, TN","[35.142258, -90.03155939999999]",35.142258,-90.03155939999999
385,386,PROVIDENCE CENTRALIA HOSPITAL,Short Term,500019,914 S SCHEUBER ROAD,CENTRALIA,WA,MEDICAL SCREENING EXAM,2016-04-28,1,Yes,"914 S SCHEUBER ROAD, CENTRALIA, WA","[46.7122932, -122.9855693]",46.7122932,-122.9855693
386,387,GRAYS HARBOR COMMUNITY HOSPITAL,Short Term,500031,915 ANDERSON DRIVE,ABERDEEN,WA,MEDICAL SCREENING EXAM,2016-01-06,1,Yes,"915 ANDERSON DRIVE, ABERDEEN, WA","[46.9798255, -123.8470727]",46.9798255,-123.8470727
387,388,TRIOS,Short Term,500053,900 SOUTH AUBURN STREET,KENNEWICK,WA,STABILIZING TREATMENT,2022-03-25,1,No,"900 SOUTH AUBURN STREET, KENNEWICK, WA","[46.199093, -119.119327]",46.199093,-119.119327
388,389,MERCY HEALTH SYSTEM CORP,Short Term,520066,1000 MINERAL POINT AVE,JANESVILLE,WI,POSTING OF SIGNS,2016-07-20,1,No,"1000 MINERAL POINT AVE, JANESVILLE, WI","[42.6878014, -89.0334048]",42.6878014,-89.0334048
